,Unnamed: 0,polarity,user,text
2883,2883,1,danisabella,@savicevic Aww.  I won't be that roommate next year!
2884,2884,1,Dee3yint,bye every one im going to stop being a 3tfan   i cant do this any more im a fan only becouse i want to date taryll and he dosent want me .
2885,2885,1,sijeka,"@ianmack First season yes, descended into creepy teen boy humour in season 2  Still &lt;3 Mulder/Moody though."
2886,2886,1,amatecha,"@iphoneincanada no wait, their $10-cheaper package has 150 more voice minutes! It's cheaper and substantially better! Messsedd upppp! "
2887,2887,0,beccbabe,i suck at making jelly cakeeeee. 
2888,2888,0,J_xox,@swati121 SWATI!!! omg i missed you soo much  have you heard the new jls song 8-) ahaa youre probs all jetlagged right now...
2889,2889,0,danjit,"Argh锟� Fantasy Surfer Carnage锟� Dane, Marlon &amp; Nat C all out!  #fantasysurfer"
2890,2890,0,steph_crowd,feels slightly ill. Guess i shouldnt have eaten Mc Ds after all. 
2891,2891,0,commongrind,"@awlred they dont exist  however, anodising services do exist, so i could get it done *-)"
2892,2892,0,miss_gadgetgirl,wishing she hadnt drunk so mush yestaday 
2893,2893,1,overbreaker,I just got an amazing new pedal.... and I just blew both of my speakers. 
2894,2894,1,ohlookpretty,I wish I was in Sydney! 
2895,2895,1,lowcarbondiary,@craigelder proof reading Defra Greener Living Fund bid - only a Govt dept could have a grant application deadline this close to Easter 
2896,2896,0,effyobie,"@hairpins ohh how i envy you natalieeee! i need a new wardrobe, and something to wear out the weekend after this! "
2897,2897,0,stompthewalrus,@AnotherA   
2898,2898,0,J_xox,@swati121 yeah i havnt got any crad/unlimited to text/call either  sucks. will catch up with you today sometime!! xxxxx
2899,2899,0,Jess_18,is sad coz alison's leaving england to france tonight 
2900,2900,1,fionyfions,"needs a mouse, looks like my lappy's touch pad is giving up na.  http://plurk.com/p/n0ni4"
2901,2901,1,zina671,what do u do when u find out that the person u supported and stood behind since day 1 tells u that in the past they tried to blow u off. 
2902,2902,0,SelinaRealm,Off out to doctors appointment. 
2903,2903,0,optimiced,NASA lost RAW footage from the Apollo 11 mission?  http://www.wired.com/wired/archive/15.01/nasa.html
2904,2904,0,nextmovement,winter is slowly creeping into Cape Town  not looking forward to it...
2905,2905,1,rossjones,"@cheekybeer Document Management Systems always a good idea, although rarely seems to happen in practice "
2906,2906,0,GabbyReisz,"i hate this time, i am super bored but everyone is sleeping "
2907,2907,0,xxcharxx239,About to ge ready for work as i have a 9 hour shift ahead of me  x
2908,2908,1,harudori,"@greyhoundgal omg front page! i'd be so excited, congratulations. sorry about torres hurting his paw tho  is that your dog?"
2909,2909,0,nerdfeliz,I'm so tired for no reason (other than going to bed late and sleeping in lately)... it makes me angry... 
2910,2910,1,MyAppleStuff,@Denpasar good luck!!! look forward to the update. run not an option in this wind seriously!!!! blowing a real gale 
2911,2911,0,AnastasiaMyra,LAST DAY AT LSHS TOMORROW 
2912,2912,0,lokobell,Can't smell Tyson any more ... 
2913,2913,1,Tarns_Inspired,wishes twitter had a translator!! Twitter just hasn't caught on in the southern hemisphere yet!! They'll get there aventually I guess! 
2914,2914,0,bballcourt04,"@ChristinaStokes Is SH working for you? For me, It says that the website is down? "
2915,2915,0,andrablue,alone at the office 
2916,2916,1,Zeenat_x,@J_xox ohh i hope so  not stopin till i get a reply! lol i wunder if Marvs read all the VS lyrics haha i can imagine his nxt blog about it
2917,2917,1,AlexK,@kleinjinx it seems like my in-laws are coming over easter. we will have to meet another time. 
2918,2918,0,Ticky_promsut,My camera spoil 
2919,2919,1,glimmerous,sooo not motivated to do work 
2920,2920,0,Ic1ngsugar, It still wont let me log in I know my user's thier cos anth sent me a friend request
2921,2921,0,miketayon,"is still waiting for a dispatch, and just got up about an hour ago, after sleeping 4 hours. Guess I'll go back to bed "
2922,2922,0,purplemiami,Going to sleep have a busy day going to meetings and stuff - miss my girl shes in switzerland 
2923,2923,1,peacefrogg,@marthagoneMAD  agreed. I wish it could just be pure and easy fun.
2924,2924,0,markadm,"urgh. my head hurts. think I've had about 7 hours sleep, but the cat was miaowing...   no rest for the wicked!"
2925,2925,0,libberykathro,one hour late-bad plumbers 
2926,2926,1,cristy17,I really wish I was 100% better so I could be 100% awesome at work.  
2927,2927,1,vickyvicki,i better be allowed to go to sway sway baby concert or i'll seriously cry 
2928,2928,0,riotradio,"@Silverlines tadi di PIM udah sempet lirik2 mesra, tapi baru abis makan  definitely putting it in my agenda next time i go to PIM! "
2929,2929,1,crimsy,"Marley and Me. I am crying like a kid, but a good movie. Have a good night people "
2930,2930,0,xxTaliaxx,i've lost my favourite mac lipgloss...i'm so upset about it....i never lose things 
2931,2931,1,Lolly_B,Pretty sure everything electrical in my house is slowly dying on me  [Like I have enough money to replace all my stuff!!!]
2932,2932,0,woganmay,"Bed is *painfully* tempting right now, but if I take a nap I'll probably wake up at 4pm "
2933,2933,0,CristinaSamuels,is frustrated that Rudd cant facilitate private enterprise investing in our broadband infrastructure..instead he needs to waste our money 
2934,2934,1,snice,"@mercygrl oh wow, a little chubster.  You cant invite ppl to play uno on facebook at the moment "
2935,2935,0,adf__,"I want FFXII really bad, I never got a chance to play it. "
2936,2936,0,Brooksmeister,In the garage getting an estimate for the wheel damage on my car from Sunday's  little mishap - not looking good! 
2937,2937,0,myfunclub,Bah! Hairline fracture in the impellor hub  #titsuptuesday
2938,2938,0,daveredfly,Morning everyone. Bad dream woke me up 
2939,2939,0,kiryn,@meatrack no more sneaky late arvo surfs now man  i feel the late arvo glass off is now a distant memory of summer.
2940,2940,0,SugaMamaa,can't sleep....i have to wake up in 4 hours 
2941,2941,1,lisahollowood,@samdj1210 Unfortunately it didn't work. But thanks for the advice. I am bed ridden today 
2942,2942,1,Bindibadgi,Dear FBDimms please give me my 4GB of memory back.. I used to have 8  Running 90% full = crippled PC
2943,2943,0,larintia,searching for a job in Berlin in summer time...don't speak german... 
2944,2944,1,holzzyd,Piccy coming soon  -off to watch 90210. God i wanna move to america soo baadd 
2945,2945,0,Gemmaface,"Oh no, it's a Harrods day  now I really will be sick."
2946,2946,0,Keris,"@tombot18 Never mind, it didn't work anyway "
2947,2947,0,lovelylivxo,has been sick  and her back is veryyy bad. watching american history x. wanna watch american beauty though. buy it meeee.
2948,2948,0,Jake_77,Entered a online poker tournement against 49 others... finished 18th 
2949,2949,1,RachPC,isnt very happy with twitter at the moment.. wont let me upload my picture  wishing dougie or tom would reply to me..
2950,2950,1,soock,"trying to extend reading the watchmen by not reading it at all, i dont want it to end "
2951,2951,1,kiriama,@lucygooesy haha nice barbie backgroud! he still hasnt replied  lol
2952,2952,0,reddevilmeuk,well it sunny outside..... but im stuck indoors far far away from a window  roll on dinner
2953,2953,0,Tanja71,@Rhinecruise09 You're absolutely right 
2954,2954,0,thismodernpanda,back to bed for me 
2955,2955,0,hellosquash,"i have failed you, martha. "
2956,2956,1,joannladybird,I don't want to be a grown up yet... 
2957,2957,0,sambatia,as usual ... cooking what I hate 
2958,2958,0,sophiehe,"incredibly, immensely indecisive "
2959,2959,0,katiecometrue,so my wish didn't come true  go to hell carolina   
2960,2960,0,TheMightyFoz,yay! 2am and not a bit tired. 
2961,2961,1,martinbean,@boagworld The profile picture makes a happy return! I think I need a new promo picture 
2962,2962,0,Kurono,"@fairy06 OMG WTF! Sure, he talks NOW. I'm at school. I don't have a phone... "
2963,2963,0,omgwtfannie,"@moony394 i'll miss him too, bb  the episode seemed unimportant after foreteen found kutner, so i stopped watching."
2964,2964,0,amyprescott,except for the fact JW stuff is out and it rocks... shame I'm skint! 
2965,2965,0,Jetshun4,@taitaisanchez omg i know i am so sad 
2966,2966,0,aciel,Ternyata hanya gue yang make twitter ....  
2967,2967,0,Sista_Soul,Being in pain as I have done my back in 
2968,2968,0,Serendipi,@hippychick3 clarkes shoes don't fir her - they don't go small enough for her feet - we have to go to specialist shoe shops 
2969,2969,0,krzysexikewl,"Off to work   ahhhh, such is life for the poor &amp; unknown... was thinking earlier how much loot that Miley Cyrus has at age 15 ..."
2970,2970,0,aeon512,Sitting @seb and waiting for hours. Bad customer service 
2971,2971,1,jasminemcatee,"Finally wrapped.  My body has literally broken down this evening.  In bed, return of super fever "
2972,2972,0,foot_loose,@Yuddylicious He hatez me. 
2973,2973,1,maymaym,I really should be sleeping already but just can't seem to get to bed before the sun comes up. Progress on sorting out life is slow+hard. 
2974,2974,1,benaud,@jjprojects  maybe a broken mbp from eBay? One with a broken screen or something. Good luck.
2975,2975,0,cjsheerin,No O2 GPRS  Anyone else with issues?
2976,2976,1,omgitsnoelle,@Ryuoky No sun here  and I was hoping to sit out on the balcony 
2977,2977,1,aaleeecccc,the maine- please out me to sleep! i have tests in the morning! 
2978,2978,1,AL_ITO,WANTS TO BUY BIG BANG THEORY ON DVD!!  byeeee.x
2979,2979,0,Vestrise,Fucking boredom... Makes me wanna go have a smoke... 
2980,2980,1,Jebatron,@kimberley_ lol awww!  I want a cuddles now  you almost made my eyes  leak. love you too &lt;3
2981,2981,0,GlennSanAgustin,Sleep for now then get up in 4 hours  then a very busy week aghhhhh
2982,2982,0,LadyHoldem,@phil_hellmuth So sad 
2983,2983,0,alsiladka,"My cousins can't stop playing Frozen Bubble Twisted &amp; Resco Bubble. Bye bye #N85, see you after a week or two "
2984,2984,0,MATTY_METAL118,Pure hurt my neck at the gym 
2985,2985,0,njhughes0103,work time 
2986,2986,0,mixxxtape,I'm not ready for school yet 
2987,2987,0,Cervidae,Today's plan: driving back to Vienna: spring cleaning in my flat 
2988,2988,0,lwmedium,@HippyDi that's sad 
2989,2989,0,tabbed,"suck , when you know you haven't done anything wrong , but it feels like you have "
2990,2990,1,quinn_keshalyi,@dian_yach I would love to swim but don't know how  
2991,2991,0,BlahMaxine,"Mmmm, i want eatser show on the 14th; not 15th   this is bad for me  Maddie D:"
2992,2992,0,CustomerSense,"Today I'm really amazed (scared) by how many basic errors I find on e-commerce websites. Wrong error messages, no loading icons, etc. "
2993,2993,1,x0_blondie,why won't twitter let me change my picture? 
2994,2994,1,shortyyyy,"@ZoeAimee I'm trying to research some dude for my english assignment that is due tomorrow, and my internet keeps freezing and won't load "
2995,2995,0,xhardtoforget,"just got up, pshhh going on the trampoline, even though I am all sore "
2996,2996,0,amielia_1991,Homework 
2997,2997,0,dessey,@pmarnandus re: daily gossip.. well the twitter gossips are mostly from E! Online which I cannot access!! 
2998,2998,1,downsy,http://twitpic.com/2y7bg - This is Ashley from Kick's afternoon show. He's not impressed with the Twitter 
2999,2999,0,carakole,@islandiva147 I sent u a tweet yesterday but I don't know why it didn't work  I guess you're sleeping right now I am working soon noon !!!
3000,3000,0,lordofthedarts,English revision class 
3001,3001,0,Dibbs_ZA,"Laptop died on me yesterday    Have to reinstall, but its the perfect time to try out Windows 7 (beta)"
3002,3002,0,fisher_david,finalising annual report for 2008... Ugh 
3003,3003,0,joeyfrsh2dth,2 hrs need to go by quick 
3004,3004,1,katexuereb,@shannanstedman haha i got to be up at 8  and sit through a 2 hr mass. umm like 2 ish ..is that alright? is that too late?
3005,3005,0,MagickTom,has got to go into college today  in the holidays (((( !
3006,3006,0,cun,"@DG8ball yeah? If you get spraying, I'm going to have to pay you to spray my M3 at some point. They dont to e46 M3's in white in europe, "
3007,3007,0,AndrewBrook,@NathnaelB I would love to be ill next week dude... but no pay 
3008,3008,0,winematcher,@Vixens not so innocent after all 
3009,3009,0,BelleBot,What happened to last night's twits? They've gone and run away! 
3010,3010,0,Jordannnnn,@BenjaminReid Your internet still down?? :O 
3011,3011,1,brittany928,thinks she is going to be at this traffic light all night  haha
3012,3012,0,BlackSwanImages,Edict just been announced. No social networking using the office system  OK Tweet this then evening chaps 
3013,3013,0,Paula_Ox,bored in tec 
3014,3014,1,Henre,@spitorswallow wish I could...but the seasons don't change 365 days of the year. 
3015,3015,0,Oml3t,#heyxboxlive Probably shouldn't mention any show with Drew Carey considering what he's done to Major Nelson 
3016,3016,0,Viva_la_nerd,Man im too fucked to be in work 
3017,3017,0,sanjay2005,still in the business plan meeting.. Too many back to back presentations 
3018,3018,0,gstubbs,Sitting outside doctor's surgery so it's my turn now  bah what a holiday !!!
3019,3019,1,xoxChelleMcCxox,@Donniesbabe well its pishing here  sun looks like it wants to break through hope it dows kids doing my head in !!!!!!
3020,3020,0,brittbrown51,finally home... sooo tired.. 
3021,3021,0,cosmicgirlie,omg breech again *sob*   
3022,3022,0,lokisimah,whitout friends 
3023,3023,0,43342059,"is pisses off, legs ++ feet in loads of pain, running from a old man who tryed too trash our tent :O "
3024,3024,0,pandachops,not going swimming 
3025,3025,0,LeeZett,@_Jaska Some things... they just never get old. http://tinyurl.com/holdisgiantcherry I miss Maya. 
3026,3026,0,Lekha_m,wants to go Shopping! 
3027,3027,0,balajil,"Making a short video, Windows movie maker has crashed for 20th time   but my middle name is perseverence :p , should finish the video soon"
3028,3028,1,McFLYBelgium,"@dougiemcfly @tommcfly good morning guys, how are you all? You know, it's frustrating, I never get a reply  "
3029,3029,1,stormduck,@jardinjaponais *hugs* I hope your day gets better. Cell phone providers are made of suck 
3030,3030,1,moilive,"Rode river circuit, asthma hit hard :O Too wet to mow  Amazed or amused that W/pac cr limit raised, celebrated with Coles' shop, etc. ;)"
3031,3031,0,milesperdan,"ss favourite youtube clip, lightning mcqueen singing &quot;barbie girl&quot;, has been taken down. "
3032,3032,1,laowai,"@big_blue_wolf Not yet, no. Doubt I'll get a chance to until tonight. Work's mental, thanks to BT cutting off 70,000 customers today "
3033,3033,0,AuroraLee,Twitter was down when I went to bed last night.   But now it back and so am I!
3034,3034,1,Hanja,"try to use skimmer by fallon for the first time... like the overwiev and style, would be cool ig you could browse the photos "
3035,3035,0,michelle_andrea,"@livinginfiction outdoors man..can't get to the gym this week, no time no time  dinner soon babe! early next week? or brunch sunday."
3036,3036,0,cheekymaltesa10,dramaa assignmenting is gay. too sick but i have to do it 
3037,3037,1,taitaisanchez,"@jetshun4 persons who read my twitter can't catch up for another week.  Can't talk about it here.  But yeah, saaaaad.  "
3038,3038,1,tinknevertalks,"@redtoffee Strawberry is the absolute best Angel Delight EVA!  I had chocolate once, but it was too sweet. "
3039,3039,0,sparksthetoby,@marissamonotony why 
3040,3040,1,KDogOz,@re303 Congrats!!! Bella misses you 
3041,3041,0,clairzilla,first cold night of the year 
3042,3042,1,jessindia,"My friend Coco (Chris) had a party this weekend, and it seemed to have been awesome. FAIL. I wasnae there   "
3043,3043,0,colossaldonkey,hasnt done any work  oh well!
3044,3044,0,chell93,my msn hates my guts. i wanted to go out tonight 
3045,3045,0,miss_emmajane,My dog passed away in the night  full on gutted.
3046,3046,0,rupert_h,"Mum just called, now my sister is in hospital "
3047,3047,0,ryfer,still at work 
3048,3048,1,xmissworldx,Still stuck with the Microsoft specialist... Won't this day ever end! 
3049,3049,0,nicolahill,Off to bed ... damn end of daylight savings - means my son will be awake at 5.30am 
3050,3050,1,hayleydoherty,a day of nothing...bliss!! miss my boy tho 
3051,3051,0,frogtosser,Tonight's episode of #House incredibly sad.  And it has nothing to do with Meatloaf's usual bad acting.
3052,3052,0,radz_r,Why is it so hot today??  
3053,3053,0,ikeyjoe,Playing PKR online poker and has a headache 
3054,3054,0,43342059,"is pissed off, running from that old man who tried too trash our tent has left me with the battle wombs "
3055,3055,0,FREDDIESDOUBLE,"@elanorelle Niceee... we ran out of filter coffee art work , not good  , forgot my bread to make toast bad start to the day"
3056,3056,1,pnormand,"@alessandrod: dude.. hope you guys are alright, except the home/car "
3057,3057,0,madhu_bhishma,What a lousy day  ... buh...
3058,3058,0,julie911,@rakeman It was in the 80s F just last week! 
3059,3059,0,pogzie,just violated the tuners rule.. dont buy non-performance parts. sorry.  ima buy the air filters next time..
3060,3060,0,CiaraRenee,@RoBaBaNks I can't sleep either 
3061,3061,0,AndrewOneDegree,i have the flu 
3062,3062,1,stephie6788,@theonewithkatie please! I need someone to go to IT with me. 
3063,3063,0,EmmaH1980,"@CHRISDJMOYLES didnt get tickets  live in MK, gutted xx"
3064,3064,1,xLacerationx,@Deemaah but i offered to clean twice 
3065,3065,0,missgiggly,"@pinkiecharm sorry, you musta got a bit.. sick of my dance tweets.  Sorry to have you unfollow me "
3066,3066,0,hypknotoad,Can't get past 43 in flight control  http://twitpic.com/2y7f2
3067,3067,1,krussant,"morning!! good mood, bad pain. lovely day for staying in bed again "
3068,3068,0,snoOziedoll,is a twitter loner!!! 
3069,3069,0,doris12,i can't breatheee... i hate being sick! 
3070,3070,0,akkiebardoel,It is snowing in Tennessee too!! 
3071,3071,0,KadijaKamara,"@DreadKey I锟絤 K.O'd ..  battered and bruised! ... my arm .. The tambourine..,  self conflicted pain! "
3072,3072,0,Mike_Rhodes,i have to wake up in 5 hours  laameeee
3073,3073,0,Caprica,my interwebs is so fraked up that I can google maps something on my iPhone (3bar GPRS ..no 3G!) faster than my 10Mbps cable connection! 
3074,3074,1,poster_girl,"isn't feeling well, still don't get why people say they're pregnancy is the most beautifull time of they're life "
3075,3075,1,journalismnews,@sam_piroton hope so - I don't have an iPhone (@lauraoliver) 
3076,3076,0,itsmeixie,what is this?? I feel  hotter.. I'm sicker than ever 
3077,3077,0,unluckydip,@xguccishoesx  Seems tony is away in Sheffield 
3078,3078,1,omgwtfannie,@moony394 *huggggs* i'm glad you're here to help me through this  he was my favourite character. the white house sucks for stealing him 
3079,3079,0,fmfootwear,tomorrow is another day....damn tomorrow is already today 
3080,3080,0,CharlieSolace,"Watching RealKidPoker (Daniel Negreanu) lose $160,000 in four hours real time via twitter. He's losing it "
3081,3081,0,pitofdarkness,Anticipating a slow empty boring summer 
3082,3082,0,audhumbla,is off to Italy today! No more Starcraft for a couple of weeks though 
3083,3083,0,long1nguyen,Awake ..why can't I sleep..... Got to work @ 6AM -4hours 
3084,3084,1,irlbinky,@karen230683 more shopping!!! sounds like a terrible plan  hope you are not dragging your brother with you this time :p
3085,3085,1,S0PH13_X,@Dannymcfly haha! tell me about it!.. i dont get it either  x
3086,3086,1,Zozza90,"@jaredleto  i can't sleep i need to work on my speech about huka and youth, i hope i get the 10 full marks "
3087,3087,0,LadyT8088,@janinesd no i'm poor. i am not an RN yet so i still have mobi!!! lol!!! 
3088,3088,0,ankeshk,My search decks on tweetdeck are not working since yesterday  - anyone else have this problem?
3089,3089,1,ihatecrayons,"@SmashleyPants Awwwww    *virtual flowers, chocolates. hugs, and kisses* &lt;3"
3090,3090,1,RichardJames92,"im awake people , got nothing to do today  probably watch TV and get rid of all my programs on sky+ planner ( the joy NOT !!!! )"
3091,3091,0,littoljames,Out of stock on xbox 360 limied edition red Elite at the moment  . I must have one!   http://twitpic.com/2y7g0
3092,3092,0,moonrust,Morning all. Gave the cat his tablet this morning... What a mission that is! He knows what we're up to now and prepares for battle 
3093,3093,1,yoitspaulina,"@nicholasbraun aww no fair, you didn't check the pic i sent you "
3094,3094,0,xappleoflondonx,@heidimontag we don't get to see season 5 of hills till may 
3095,3095,0,SabrinaOnAir,"Driving to my parents and chilling with them. Well the sun is shining, but I don't feel so well today "
3096,3096,0,smorgo,"@DavidT2006 Virgin again today, I'm afraid as I'm pushed for time. Having said that, I was delayed 40 mins at Brum "
3097,3097,1,tiadorable,has the biggest headache  But a second job! Woo!
3098,3098,0,Assshq,can't wait for bring me the horizonnn. too bad Curtis Ward is not in the band anymore 
3099,3099,0,pinkmonkies,"No, that's not him in the picture. I don't have any pics yet "
3100,3100,0,neilwaud78qg,"Working rite now, but have a MASSIVE Headache building, and feeling very sick.  ."
3101,3101,0,mattmbr,@darkened_jade Yep.....WORK....started badly and has gone rapidly downhill!  Story of my life to be honest 
3102,3102,0,tropicalaqua, have to work on homework tmrw...
3103,3103,1,omgwtfannie,"@moony394 LOL ugh that's so ominous, i hope i don't have to cry over idol this week too. fox hates me "
3104,3104,1,fafs,@mistystilletto if it had happened to anyone else i would have peed myself laughing. I scraped my leg 
3105,3105,1,davidkudrev,@reldred yes #babypunch is totally addictive 
3106,3106,0,thierry86,I'm yet thinking of earthquake in Abruzzo(Italy) 
3107,3107,0,kayasmith,think i need to start buying and using wrinkle cream 
3108,3108,0,mousenator,"Oh man, I can't find a Tenori-On anywhere! What am I going to do?! "
3109,3109,0,lukehmuse,It really annoys me when I'm on msn on my 360 late at night watching a DVD and I fall asleep inadvertently.  Damn it lukey 
3110,3110,0,thatdudenxtdoor,finally home now... so hungry and now one is home 
3111,3111,0,Ste1987,Suppose I should start revision and stop putting this mornings session off. Tweet soon 
3112,3112,1,LittleMinx4u,"@britneyspears just read up about the film, looks good!! Although we over here are gonna have to wait for it to come out "
3113,3113,0,lil_ms_minty,@GetSmart86 U watching Loser? I wanna cry for Sean 
3114,3114,0,michaelvcarter,wants someone to come back 
3115,3115,1,FashnblyChic,Wishing I hadnt skipped breakfast this morning...hungry! 
3116,3116,0,oliverheath,@jamsandwich i was sniffling for the first time this year at 5am today....crappy isn't it 
3117,3117,1,iworkforthem,@jsparsons I am starting my prep. for the PMP exam tomorrow.  Can relate the feeling.
3118,3118,0,MelodyMelodyyy,@Izzy_Artest Miss you too...  It's been too long! Come back!
3119,3119,1,NusardelO,"Was going to make a site updates twitter account but nahh, it won't work "
3120,3120,1,twibirdy,gaaa i want some peace and quiet! hard to find wen living with 6 people living in a small 3 bedroom unit! 
3121,3121,0,fiendishfish,"Am gutted, checked weather report for the wrong day! No fishing for me today "
3122,3122,1,EwoutRommens,@cadelofficial http://twitpic.com/2ved8 - I love mountains.. but i live in belgium.. 
3123,3123,1,moyzie01,looks like baby is going to be born in PI 
3124,3124,1,just_awful,might go hiking in the big thicket in a couple weeks. what monsters are supposed to be in this area? chupacabra? i hope not 
3125,3125,0,kdebusca,Why are there kids shows on PBS right now? Its supposed to be Nature! 
3126,3126,0,lonelygirl89,I suck at French 
3127,3127,0,mattuk,"@Cynnergies Yep, I also seem to get a real slowdown most evening after around 6pm GMT "
3128,3128,1,Linda57bp,all work and no play does not a happy Linda make  Can't wait for the holidays!
3129,3129,0,JohnnyFoam,"Hates his pills, oh god why do they have to taste so fuckin horrible. 0,5 liter of coke to flush them down isnt even enough "
3130,3130,1,milzy_gurl,"@rainarcher can only fit 4 people max and its full  otherwise, you know, it would be yours .. sowwi!"
3131,3131,1,RoseStack,@masterballerina haha but then u'd have 2 go to cambeltown.  omg i can't even draw well in inkart.
3132,3132,0,JustinMGreen,I always get insomnia at the most inopportune times. 
3133,3133,0,BW101,you've all failed me 
3134,3134,1,Chris2go,i can't enjoy the weather 
3135,3135,0,rocknrollloser,I am officially alone on my Twitter 
3136,3136,0,katiekatiek,ive been awake for so long it feels about 6pm   meh 
3137,3137,0,twistory,@StevenGhysel That seems to be a problem with Twitter's timestamps. Not much we can do about it 
3138,3138,1,kimjohansson,"Well, this day... I would like to go out in the sun instead of sitting here looking at Excel... "
3139,3139,1,sidepodcastchat,When I get mine I锟絤 going to do a tour of Copenhagen with it 锟�;) Hmmph I can't top that  .. must get thinking .. http://tinyurl.com/c2trgj
3140,3140,1,Jerome_143,"Just finished watching the new Heroes episode....God, I can't wait for next weeks episode  Heroes FTW"
3141,3141,0,theonlybigjames,Work is dragging... Pretty tired only got about 2 and a half hours sleep 
3142,3142,0,nickbjorn,"Urg,colds suck "
3143,3143,0,HighDefForum,Fta: anyone heard about this? wondering if anyone is carrying VOOM anymore or are they pretty much dead?  http://tinyurl.com/ca6z8j
3144,3144,0,rockstarbn,Is happy because I annihilated a baby huntsman in my kitchen with the cooking pan..however this means a MAMA one may be in hiding  FUCK!!!
3145,3145,0,Zomog,"About to go looking for shoes for my brother, looking forward to Torquay in April. Not as sunny as yesterday here "
3146,3146,0,LoveYouCuddles,"just woke up, late, again! I was supposed to wake up at 6am cause there are lots of things to do... late homework mostly. "
3147,3147,0,larsjeppesen,"is boarding EK348 - as usual, no upgrade from EK Colombo "
3148,3148,1,saran2smart,missed some good oppertunities... 
3149,3149,1,omgwtfannie,@moony394 it must be because i slash their characters  sighhh gonna go sleep and dream happy things about kutner
3150,3150,0,DiademaLA,"Babies a bit sick  poor honey. Having a relaxing day otherwise in Israel, enjoying all the fam."
3151,3151,1,BenWay08,Best birthday ever. Untill the house sold. 
3152,3152,0,dnelthemc,Nothings worse than planning on going to the mall with no money  Damn Unheavens Dunks
3153,3153,1,mauvedeity,Does Not Want co-worker's various lurgies 
3154,3154,1,tmusicmagazine,"@JamboTheJourno I am indeed, the one with my RLC interview in. Good stuff, thought I'd finally found something no-one else had "
3155,3155,0,kcdc,"linkedin is being really mongy for me tonight... in fact it has just sat spinning, doing nothing a few times recently "
3156,3156,0,vikram_rao,Working too  Need a break too!!!!
3157,3157,0,RobotClubRock,"What A Mistake Buying That Dress, I Dont Even Want To Go To Grad Anymore "
3158,3158,0,ItsDylicious,"is back in Byron Bay @cafe Fresh, missing all my Melbourne friends "
3159,3159,0,SiobhanLaura,@Muzzzza ur as bad as @KateEdwards 
3160,3160,1,jessicastrust,@tombot18 Oh dear. That means I won't be driven away to do something more productive 
3161,3161,0,James_yeah,"bugger, the spray paint just showed up, i spose that means no riding and doing work for me now    sad day!"
3162,3162,0,unknown77,"got up, an hou ago, now lerning again. really boring stuff "
3163,3163,1,moilive,@leepeesa Story of my life-stop looking and icaisfrank comes again ... What is this I read about a vet visit???  Memories/photos may help?
3164,3164,1,HippyDi,"@lwmedium It is, apparently the Chinese government put pressure on The SA one not to let him in. Whole Peace conference was canceled "
3165,3165,1,LindsayLJones,Nothin like throwin up on your customers front door 
3166,3166,1,Zeenat_x,@J_xox Laterr hunn!! Arghh hope i dont miss any tweets lol..Gunna be at my nans later!! Nooo  byeeee x x x
3167,3167,1,graceobrien,"@xissyx we can't go to robina, all the shops will be closed because its good friday "
3168,3168,0,poppyd,"@acummings I've got return tickets booked for this weekend  If the exchange rate wasn't so bad I'd go, but don't mind missing it really."
3169,3169,0,piperidine,Laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom. 
3170,3170,0,proteusguy,Something's wrong. I keep getting some error graphic instead of the music player when i go to a musician's myspace page now. 
3171,3171,1,Little_Munchkin,Not good.....Munchkinster is not feeling well 
3172,3172,0,Bruno108,@carobode i'm starting to have an headache too.. Am @ school &amp; i'm so sleepy  got work 2 do this AM?
3173,3173,0,aka_D,"@holmpat Morning Pat!  Another one in sunny  spain?  Except its not sunny here today, cloudy and raining. "
3174,3174,0,RellyAB,The Mighty Tap are doing a one-date world tour but I will have a newborn  http://news.bbc.co.uk/1/hi/entertainment/7985487.stm
3175,3175,1,hollykleinman,ahhh!! my webcam is messed up and won't turn on! 
3176,3176,1,cameradeath,@fragilemuse the book is awesome. there are some other great works in there too. couldn't afford to buy it today tho 
3177,3177,1,clarelancaster,@andrewwright yeah that's what I was thinking. Would love to get your feedback on my creative. Will DM you when dentist has finished 
3178,3178,1,bubblebrothers,"Big, capacious wooden kitchen island 120x240 metric - thought I was buying it but we're not  Photos &amp;c on request if you're interested."
3179,3179,0,nadia_AM,i just grew another chin 
3180,3180,0,mymaneesh,I'm in a confused state whether to implement a tab interface in the application currently i'm working in. 
3181,3181,0,ipathia,"My sister's kitty Eva had three baby-kittens yesterday, but something is wrong with her and needs to go to the vet "
3182,3182,0,InfospikeAdam,@captainjohnhart Most people don't realise how much they'd miss it if they couldn't do it any more 
3183,3183,0,shani_epa,"@_GERM damn it, it's so true  i need help!"
3184,3184,0,hanwal,needs a ride to work  im not liking the pospect of the 84 bus!
3185,3185,0,xGabii,drinking milk+being on youtube+lonely  || Emiliiee?!
3186,3186,0,wdeveloper,"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC "
3187,3187,0,thomasjack,read a word he didn't know and felt his brain preparing to go for the 5-way controller before remembering that real books don't have them 
3188,3188,0,squintoo,Its bad that we cant buy it here 
3189,3189,1,007simple,"these days i don't feel like twittering,  don't know why..."
